sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
Phones,TEC-PH-10003012,230,250,2,4,23.0,23.0,276.0
Copiers,TEC-CO-10002313,1600,1800,3,2,160.0,160.0,1920.0
Binders,OFF-BI-10003982,10,10,3,2,1.0,1.0,12.0
Binders,OFF-BI-10004492,60,80,3,3,6.0,6.0,72.0
Storage,OFF-ST-10000798,40,50,2,3,4.0,4.0,48.0
Paper,OFF-PA-10002552,10,10,2,2,1.0,1.0,12.0
Supplies,OFF-SU-10002573,60,70,4,5,6.0,6.0,72.0
Storage,OFF-ST-10001580,40,40,3,3,4.0,4.0,48.0
Bookcases,FUR-BO-10004834,1990,2400,4,5,199.0,199.0,2388.0
Storage,OFF-ST-10000934,110,130,4,5,11.0,11.0,132.0
Accessories,TEC-AC-10000158,60,60,2,3,6.0,6.0,72.0
Paper,OFF-PA-10001947,10,10,2,2,1.0,1.0,12.0
Art,OFF-AR-10003478,30,40,6,4,3.0,3.0,36.0
Appliances,OFF-AP-10004249,40,40,3,3,4.0,4.0,48.0
Accessories,TEC-AC-10000158,140,180,5,4,14.0,14.0,168.0
Copiers,TEC-CO-10004115,1130,1200,3,5,113.0,113.0,1356.0
Paper,OFF-PA-10003724,30,30,5,4,3.0,3.0,36.0
Tables,FUR-TA-10002041,800,1000,7,4,80.0,80.0,960.0
Paper,OFF-PA-10002893,10,10,1,3,1.0,1.0,12.0
Labels,OFF-LA-10003766,30,30,9,4,3.0,3.0,36.0
Paper,OFF-PA-10001970,60,60,1,5,6.0,6.0,72.0
Bookcases,FUR-BO-10001972,1260,1340,13,4,126.0,126.0,1512.0
Chairs,FUR-CH-10003956,100,110,2,5,10.0,10.0,120.0
Paper,OFF-PA-10000157,120,140,7,3,12.0,12.0,144.0
Chairs,FUR-CH-10001891,250,310,4,2,25.0,25.0,300.0
Art,OFF-AR-10004344,90,100,8,5,9.0,9.0,108.0
Chairs,FUR-CH-10004886,320,380,5,4,32.0,32.0,384.0
Paper,OFF-PA-10003845,10,10,1,5,1.0,1.0,12.0
Art,OFF-AR-10001573,10,10,4,4,1.0,1.0,12.0
Envelopes,OFF-EN-10000483,20,20,1,5,2.0,2.0,24.0
Accessories,TEC-AC-10004114,160,200,6,3,16.0,16.0,192.0
Furnishings,FUR-FU-10004712,60,60,4,3,6.0,6.0,72.0
Storage,OFF-ST-10000918,30,30,3,5,3.0,3.0,36.0
Chairs,FUR-CH-10000015,800,870,4,4,80.0,80.0,960.0
Furnishings,FUR-FU-10003347,30,30,2,4,3.0,3.0,36.0
Binders,OFF-BI-10001543,280,290,8,4,28.0,28.0,336.0
Machines,TEC-MA-10000029,60,70,1,3,6.0,6.0,72.0
Art,OFF-AR-10000369,10,10,6,5,1.0,1.0,12.0
Binders,OFF-BI-10004584,160,190,2,4,16.0,16.0,192.0
Accessories,TEC-AC-10004659,330,410,7,3,33.0,33.0,396.0
Accessories,TEC-AC-10004659,270,290,5,5,27.0,27.0,324.0
Storage,OFF-ST-10000617,0,0,2,3,0.0,0.0,0.0
Storage,OFF-ST-10003306,580,710,5,4,58.0,58.0,696.0
Binders,OFF-BI-10000773,0,0,2,5,0.0,0.0,0.0
Accessories,TEC-AC-10002600,210,250,5,2,21.0,21.0,252.0
Machines,TEC-MA-10002937,930,1010,3,4,93.0,93.0,1116.0
Paper,OFF-PA-10001970,270,310,7,4,27.0,27.0,324.0
Paper,OFF-PA-10002230,30,30,8,3,3.0,3.0,36.0
Chairs,FUR-CH-10003396,190,210,3,5,19.0,19.0,228.0
Furnishings,FUR-FU-10000246,10,10,1,3,1.0,1.0,12.0
Storage,OFF-ST-10000060,150,190,3,4,15.0,15.0,180.0
Storage,OFF-ST-10003058,60,70,3,4,6.0,6.0,72.0
Paper,OFF-PA-10002222,80,90,4,3,8.0,8.0,96.0
Chairs,FUR-CH-10002372,210,240,3,4,21.0,21.0,252.0
Labels,OFF-LA-10001317,20,20,7,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000206,0,0,1,2,0.0,0.0,0.0
Art,OFF-AR-10000588,50,60,3,4,5.0,5.0,60.0
Storage,OFF-ST-10001469,130,160,3,4,13.0,13.0,156.0
Art,OFF-AR-10001953,210,260,6,2,21.0,21.0,252.0
Art,OFF-AR-10003156,30,30,3,4,3.0,3.0,36.0
Art,OFF-AR-10004974,10,10,3,4,1.0,1.0,12.0
Phones,TEC-PH-10002365,40,40,4,3,4.0,4.0,48.0
Tables,FUR-TA-10001539,220,280,2,4,22.0,22.0,264.0
Storage,OFF-ST-10000142,570,670,2,2,57.0,57.0,684.0
Accessories,TEC-AC-10001772,50,60,4,5,5.0,5.0,60.0
Chairs,FUR-CH-10000225,120,130,2,2,12.0,12.0,144.0
Chairs,FUR-CH-10002331,670,750,3,5,67.0,67.0,804.0
Envelopes,OFF-EN-10001415,10,10,2,2,1.0,1.0,12.0
Appliances,OFF-AP-10002472,80,100,4,3,8.0,8.0,96.0
Accessories,TEC-AC-10004571,760,900,9,5,76.0,76.0,912.0
Binders,OFF-BI-10001098,50,50,3,2,5.0,5.0,60.0
Furnishings,FUR-FU-10000023,20,20,5,3,2.0,2.0,24.0
Tables,FUR-TA-10001889,1080,1270,6,4,108.0,108.0,1296.0
Binders,OFF-BI-10000315,30,30,5,4,3.0,3.0,36.0
Supplies,OFF-SU-10003505,180,190,2,5,18.0,18.0,216.0
Appliances,OFF-AP-10002578,80,80,2,3,8.0,8.0,96.0
Furnishings,FUR-FU-10002918,200,250,7,3,20.0,20.0,240.0
Bookcases,FUR-BO-10002824,200,210,2,5,20.0,20.0,240.0
Binders,OFF-BI-10002194,0,0,3,3,0.0,0.0,0.0
Paper,OFF-PA-10004071,50,60,1,3,5.0,5.0,60.0
Storage,OFF-ST-10002743,290,340,3,2,29.0,29.0,348.0
Bookcases,FUR-BO-10001601,200,220,2,5,20.0,20.0,240.0
Phones,TEC-PH-10002680,610,700,4,2,61.0,61.0,732.0
Storage,OFF-ST-10001321,80,90,6,3,8.0,8.0,96.0
Paper,OFF-PA-10001509,60,60,7,3,6.0,6.0,72.0
Paper,OFF-PA-10003465,90,90,5,4,9.0,9.0,108.0
Phones,TEC-PH-10000149,90,100,6,4,9.0,9.0,108.0
Furnishings,FUR-FU-10002671,30,40,3,4,3.0,3.0,36.0
Art,OFF-AR-10003045,10,10,5,4,1.0,1.0,12.0
Storage,OFF-ST-10000689,600,700,5,5,60.0,60.0,720.0
Accessories,TEC-AC-10001445,10,10,3,2,1.0,1.0,12.0
Art,OFF-AR-10002053,10,10,2,4,1.0,1.0,12.0
Accessories,TEC-AC-10002567,140,160,2,4,14.0,14.0,168.0
Labels,OFF-LA-10003923,30,30,2,5,3.0,3.0,36.0
Bookcases,FUR-BO-10001337,480,510,5,4,48.0,48.0,576.0
Phones,TEC-PH-10001924,250,280,5,5,25.0,25.0,300.0
Phones,TEC-PH-10001363,2300,2740,6,4,230.0,230.0,2760.0
Phones,TEC-PH-10000376,10,10,1,5,1.0,1.0,12.0
Accessories,TEC-AC-10000303,50,60,2,5,5.0,5.0,60.0
Art,OFF-AR-10001953,70,70,2,4,7.0,7.0,84.0
Storage,OFF-ST-10001809,410,450,5,4,41.0,41.0,492.0
Envelopes,OFF-EN-10003845,10,10,3,5,1.0,1.0,12.0
Accessories,TEC-AC-10000991,80,90,2,4,8.0,8.0,96.0
Tables,FUR-TA-10001857,180,190,3,5,18.0,18.0,216.0
Envelopes,OFF-EN-10001434,100,110,2,3,10.0,10.0,120.0
Binders,OFF-BI-10002498,110,120,8,2,11.0,11.0,132.0
Furnishings,FUR-FU-10004864,230,260,4,2,23.0,23.0,276.0
Chairs,FUR-CH-10002602,200,240,2,5,20.0,20.0,240.0
Furnishings,FUR-FU-10000073,60,70,9,5,6.0,6.0,72.0
Binders,OFF-BI-10001670,20,20,2,4,2.0,2.0,24.0
Binders,OFF-BI-10001658,10,10,2,5,1.0,1.0,12.0
Chairs,FUR-CH-10001215,650,800,2,3,65.0,65.0,780.0
Binders,OFF-BI-10000831,0,0,3,4,0.0,0.0,0.0
Paper,OFF-PA-10000357,30,30,1,4,3.0,3.0,36.0
Binders,OFF-BI-10003274,20,20,5,3,2.0,2.0,24.0
Art,OFF-AR-10001662,0,0,1,3,0.0,0.0,0.0
Art,OFF-AR-10003856,10,10,3,2,1.0,1.0,12.0
Storage,OFF-ST-10001228,50,50,3,4,5.0,5.0,60.0
Binders,OFF-BI-10003527,5210,6350,5,3,521.0,521.0,6252.0
Furnishings,FUR-FU-10001290,110,130,3,2,11.0,11.0,132.0
Accessories,TEC-AC-10002399,40,40,2,2,4.0,4.0,48.0
Art,OFF-AR-10002053,10,10,3,4,1.0,1.0,12.0
Art,OFF-AR-10003811,10,10,3,3,1.0,1.0,12.0
Art,OFF-AR-10001246,10,10,2,3,1.0,1.0,12.0
Copiers,TEC-CO-10003236,2430,3000,5,5,243.0,243.0,2916.0
Storage,OFF-ST-10004507,40,50,3,4,4.0,4.0,48.0
Paper,OFF-PA-10001667,10,10,2,3,1.0,1.0,12.0
Storage,OFF-ST-10004459,1020,1130,3,5,102.0,102.0,1224.0
Accessories,TEC-AC-10000171,20,20,1,4,2.0,2.0,24.0
Storage,OFF-ST-10000736,120,130,2,4,12.0,12.0,144.0
Binders,OFF-BI-10000285,10,10,9,3,1.0,1.0,12.0
Tables,FUR-TA-10001857,180,210,2,2,18.0,18.0,216.0
Phones,TEC-PH-10003555,50,60,3,5,5.0,5.0,60.0
Accessories,TEC-AC-10003832,60,70,2,4,6.0,6.0,72.0
Fasteners,OFF-FA-10002815,20,20,5,4,2.0,2.0,24.0
Chairs,FUR-CH-10003379,540,680,3,2,54.0,54.0,648.0
Furnishings,FUR-FU-10001756,50,50,3,2,5.0,5.0,60.0
Storage,OFF-ST-10004963,40,40,3,5,4.0,4.0,48.0
Supplies,OFF-SU-10002881,550,670,1,2,55.0,55.0,660.0
Envelopes,OFF-EN-10001335,50,50,6,3,5.0,5.0,60.0
Chairs,FUR-CH-10000595,150,190,1,3,15.0,15.0,180.0
Furnishings,FUR-FU-10000448,40,50,3,2,4.0,4.0,48.0
Phones,TEC-PH-10000984,820,980,5,3,82.0,82.0,984.0
Binders,OFF-BI-10002557,20,20,5,2,2.0,2.0,24.0
Storage,OFF-ST-10001325,20,20,2,5,2.0,2.0,24.0
Binders,OFF-BI-10002429,30,40,7,5,3.0,3.0,36.0
Binders,OFF-BI-10004528,10,10,4,4,1.0,1.0,12.0
Appliances,OFF-AP-10001271,130,150,3,4,13.0,13.0,156.0
Chairs,FUR-CH-10002647,230,280,4,4,23.0,23.0,276.0
Accessories,TEC-AC-10001432,410,470,6,4,41.0,41.0,492.0
Phones,TEC-PH-10002262,300,380,8,4,30.0,30.0,360.0
Storage,OFF-ST-10001809,600,650,9,2,60.0,60.0,720.0
Accessories,TEC-AC-10001465,50,60,2,4,5.0,5.0,60.0
Phones,TEC-PH-10002597,100,100,1,5,10.0,10.0,120.0
Furnishings,FUR-FU-10000723,60,70,4,3,6.0,6.0,72.0
Binders,OFF-BI-10000404,30,40,6,4,3.0,3.0,36.0
Paper,OFF-PA-10002986,10,10,2,5,1.0,1.0,12.0
Storage,OFF-ST-10000604,210,250,9,4,21.0,21.0,252.0
Binders,OFF-BI-10004738,10,10,3,5,1.0,1.0,12.0
Supplies,OFF-SU-10001935,10,10,5,5,1.0,1.0,12.0
Chairs,FUR-CH-10002024,930,1120,2,3,93.0,93.0,1116.0
Furnishings,FUR-FU-10003039,20,30,1,3,2.0,2.0,24.0
Fasteners,OFF-FA-10004248,10,10,3,4,1.0,1.0,12.0
Storage,OFF-ST-10001780,1200,1300,2,2,120.0,120.0,1440.0
Art,OFF-AR-10003560,20,20,4,5,2.0,2.0,24.0
Labels,OFF-LA-10001297,20,20,2,2,2.0,2.0,24.0
Tables,FUR-TA-10004256,1260,1340,4,4,126.0,126.0,1512.0
Paper,OFF-PA-10003441,30,30,5,3,3.0,3.0,36.0
Furnishings,FUR-FU-10003347,40,40,3,5,4.0,4.0,48.0
Binders,OFF-BI-10000069,70,80,7,4,7.0,7.0,84.0
Appliances,OFF-AP-10003914,10,10,5,4,1.0,1.0,12.0
Furnishings,FUR-FU-10004020,10,10,3,2,1.0,1.0,12.0
Fasteners,OFF-FA-10003467,0,0,2,5,0.0,0.0,0.0
Labels,OFF-LA-10000634,0,0,1,5,0.0,0.0,0.0
Phones,TEC-PH-10002496,330,370,3,4,33.0,33.0,396.0
Paper,OFF-PA-10004530,70,90,8,5,7.0,7.0,84.0
Binders,OFF-BI-10001107,70,80,7,4,7.0,7.0,84.0
Paper,OFF-PA-10004451,20,20,3,2,2.0,2.0,24.0
Chairs,FUR-CH-10004997,370,450,3,4,37.0,37.0,444.0
Labels,OFF-LA-10001297,60,70,7,3,6.0,6.0,72.0
Fasteners,OFF-FA-10000585,10,10,4,3,1.0,1.0,12.0
Binders,OFF-BI-10001922,30,30,7,2,3.0,3.0,36.0
Phones,TEC-PH-10000347,10,10,3,3,1.0,1.0,12.0
Art,OFF-AR-10003394,10,10,3,5,1.0,1.0,12.0
Paper,OFF-PA-10004530,150,160,14,4,15.0,15.0,180.0
Paper,OFF-PA-10001450,20,20,4,4,2.0,2.0,24.0
Supplies,OFF-SU-10001574,10,10,2,5,1.0,1.0,12.0
Storage,OFF-ST-10002974,70,70,2,3,7.0,7.0,84.0
Furnishings,FUR-FU-10001475,10,10,1,5,1.0,1.0,12.0
Supplies,OFF-SU-10004498,50,50,4,3,5.0,5.0,60.0
Phones,TEC-PH-10004977,440,470,3,5,44.0,44.0,528.0
Phones,TEC-PH-10000586,90,110,2,4,9.0,9.0,108.0
Appliances,OFF-AP-10000358,30,30,3,5,3.0,3.0,36.0
Binders,OFF-BI-10002764,10,10,7,2,1.0,1.0,12.0
Phones,TEC-PH-10001254,360,410,4,2,36.0,36.0,432.0
Chairs,FUR-CH-10003956,60,70,1,4,6.0,6.0,72.0
Labels,OFF-LA-10003930,270,290,3,4,27.0,27.0,324.0
Phones,TEC-PH-10003800,80,80,2,3,8.0,8.0,96.0
Paper,OFF-PA-10002005,20,20,4,2,2.0,2.0,24.0
Binders,OFF-BI-10002498,20,20,3,2,2.0,2.0,24.0
Paper,OFF-PA-10004101,10,10,2,5,1.0,1.0,12.0
Art,OFF-AR-10004078,10,10,2,3,1.0,1.0,12.0
Accessories,TEC-AC-10001266,20,30,3,3,2.0,2.0,24.0
Appliances,OFF-AP-10004708,70,80,2,3,7.0,7.0,84.0
Copiers,TEC-CO-10004115,1100,1200,3,5,110.0,110.0,1320.0
Phones,TEC-PH-10002398,390,450,5,5,39.0,39.0,468.0
Furnishings,FUR-FU-10001979,310,330,8,2,31.0,31.0,372.0
Supplies,OFF-SU-10004115,10,10,2,2,1.0,1.0,12.0
Phones,TEC-PH-10001425,120,140,3,2,12.0,12.0,144.0
Phones,TEC-PH-10003963,390,490,4,4,39.0,39.0,468.0
Supplies,OFF-SU-10001574,10,10,2,4,1.0,1.0,12.0
Storage,OFF-ST-10001490,120,140,1,3,12.0,12.0,144.0
Furnishings,FUR-FU-10001756,40,50,3,5,4.0,4.0,48.0
Binders,OFF-BI-10000773,10,10,3,5,1.0,1.0,12.0
Binders,OFF-BI-10001543,40,40,4,5,4.0,4.0,48.0
Paper,OFF-PA-10002120,120,130,3,2,12.0,12.0,144.0
Binders,OFF-BI-10000848,0,0,2,5,0.0,0.0,0.0
Art,OFF-AR-10001246,20,20,9,3,2.0,2.0,24.0
Phones,TEC-PH-10003092,50,60,2,5,5.0,5.0,60.0
Phones,TEC-PH-10003012,340,370,3,3,34.0,34.0,408.0
Labels,OFF-LA-10004345,20,20,4,3,2.0,2.0,24.0
Paper,OFF-PA-10001204,10,10,2,5,1.0,1.0,12.0
Phones,TEC-PH-10004667,690,730,9,5,69.0,69.0,828.0
Phones,TEC-PH-10000011,100,120,10,3,10.0,10.0,120.0
Binders,OFF-BI-10002949,0,0,2,2,0.0,0.0,0.0
Furnishings,FUR-FU-10003849,30,40,2,4,3.0,3.0,36.0
Furnishings,FUR-FU-10000010,10,10,2,4,1.0,1.0,12.0
Binders,OFF-BI-10002824,100,110,9,3,10.0,10.0,120.0
Phones,TEC-PH-10002538,30,40,1,4,3.0,3.0,36.0
Furnishings,FUR-FU-10000521,80,90,3,2,8.0,8.0,96.0
Binders,OFF-BI-10002103,10,10,5,3,1.0,1.0,12.0
Chairs,FUR-CH-10004853,270,300,2,3,27.0,27.0,324.0
Appliances,OFF-AP-10000179,490,560,5,4,49.0,49.0,588.0
Storage,OFF-ST-10001272,440,520,4,2,44.0,44.0,528.0
Art,OFF-AR-10004042,150,160,9,3,15.0,15.0,180.0
Furnishings,FUR-FU-10000221,30,40,7,4,3.0,3.0,36.0
Appliances,OFF-AP-10001563,80,100,2,3,8.0,8.0,96.0
Binders,OFF-BI-10000605,20,20,5,5,2.0,2.0,24.0
Paper,OFF-PA-10002615,10,10,3,4,1.0,1.0,12.0
Storage,OFF-ST-10001963,200,240,3,2,20.0,20.0,240.0
Accessories,TEC-AC-10001267,110,120,5,4,11.0,11.0,132.0
Phones,TEC-PH-10002103,260,300,4,5,26.0,26.0,312.0
Accessories,TEC-AC-10002857,20,20,3,2,2.0,2.0,24.0
Labels,OFF-LA-10003930,190,240,3,5,19.0,19.0,228.0
Chairs,FUR-CH-10001482,320,390,3,2,32.0,32.0,384.0
Binders,OFF-BI-10001989,20,20,3,5,2.0,2.0,24.0
Appliances,OFF-AP-10003287,110,120,3,2,11.0,11.0,132.0
Furnishings,FUR-FU-10000576,1000,1050,5,2,100.0,100.0,1200.0
Binders,OFF-BI-10004728,20,20,4,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000732,20,20,3,4,2.0,2.0,24.0
Storage,OFF-ST-10000585,300,330,2,5,30.0,30.0,360.0
Labels,OFF-LA-10002787,20,30,7,4,2.0,2.0,24.0
Accessories,TEC-AC-10003832,110,130,4,4,11.0,11.0,132.0
Paper,OFF-PA-10001934,10,10,1,5,1.0,1.0,12.0
Appliances,OFF-AP-10002457,190,210,2,3,19.0,19.0,228.0
Fasteners,OFF-FA-10003112,20,30,5,3,2.0,2.0,24.0
Appliances,OFF-AP-10002350,30,30,2,4,3.0,3.0,36.0
Furnishings,FUR-FU-10001935,10,10,4,5,1.0,1.0,12.0
Phones,TEC-PH-10003273,270,300,3,4,27.0,27.0,324.0
Accessories,TEC-AC-10001142,290,320,4,3,29.0,29.0,348.0
Paper,OFF-PA-10000482,350,380,10,4,35.0,35.0,420.0
Paper,OFF-PA-10003892,90,100,2,4,9.0,9.0,108.0
Accessories,TEC-AC-10001101,80,100,8,5,8.0,8.0,96.0
Appliances,OFF-AP-10002439,90,110,2,2,9.0,9.0,108.0
Binders,OFF-BI-10002827,0,0,2,5,0.0,0.0,0.0
Envelopes,OFF-EN-10002230,110,130,2,3,11.0,11.0,132.0
Chairs,FUR-CH-10001215,560,700,2,2,56.0,56.0,672.0
Binders,OFF-BI-10004654,0,0,2,5,0.0,0.0,0.0
Storage,OFF-ST-10001490,890,1000,7,2,89.0,89.0,1068.0
Storage,OFF-ST-10001511,600,720,14,2,60.0,60.0,720.0
Tables,FUR-TA-10001768,850,920,5,4,85.0,85.0,1020.0
Binders,OFF-BI-10003981,0,0,3,4,0.0,0.0,0.0
Storage,OFF-ST-10001522,400,460,5,5,40.0,40.0,480.0
Fasteners,OFF-FA-10000621,10,10,3,2,1.0,1.0,12.0
Supplies,OFF-SU-10004231,20,20,3,5,2.0,2.0,24.0
Paper,OFF-PA-10000474,80,90,3,3,8.0,8.0,96.0
Phones,TEC-PH-10004042,320,380,3,5,32.0,32.0,384.0
Furnishings,FUR-FU-10003096,20,30,5,5,2.0,2.0,24.0
Furnishings,FUR-FU-10002759,20,20,3,2,2.0,2.0,24.0
Tables,FUR-TA-10000688,100,110,1,5,10.0,10.0,120.0
Paper,OFF-PA-10002377,30,40,8,5,3.0,3.0,36.0
Art,OFF-AR-10001954,20,20,5,5,2.0,2.0,24.0
Appliances,OFF-AP-10004532,50,60,3,3,5.0,5.0,60.0
Paper,OFF-PA-10002137,40,40,5,4,4.0,4.0,48.0
Accessories,TEC-AC-10003832,90,100,3,2,9.0,9.0,108.0
Appliances,OFF-AP-10000804,0,0,3,4,0.0,0.0,0.0
Accessories,TEC-AC-10003614,20,30,3,5,2.0,2.0,24.0
Furnishings,FUR-FU-10003553,70,80,3,3,7.0,7.0,84.0
Binders,OFF-BI-10004632,160,180,3,2,16.0,16.0,192.0
Binders,OFF-BI-10003305,10,10,3,4,1.0,1.0,12.0
Storage,OFF-ST-10002583,50,60,2,5,5.0,5.0,60.0
Storage,OFF-ST-10004507,60,70,4,3,6.0,6.0,72.0
Machines,TEC-MA-10004125,7280,8000,4,2,728.0,728.0,8736.0
Appliances,OFF-AP-10002457,150,170,2,3,15.0,15.0,180.0
Accessories,TEC-AC-10003911,390,480,3,5,39.0,39.0,468.0
Labels,OFF-LA-10001934,10,10,2,2,1.0,1.0,12.0
Paper,OFF-PA-10000304,20,20,3,3,2.0,2.0,24.0
Bookcases,FUR-BO-10004015,160,190,2,3,16.0,16.0,192.0
Furnishings,FUR-FU-10004071,90,100,1,5,9.0,9.0,108.0
Phones,TEC-PH-10002033,240,280,1,2,24.0,24.0,288.0
Storage,OFF-ST-10002444,40,40,3,2,4.0,4.0,48.0
Accessories,TEC-AC-10002253,140,170,1,5,14.0,14.0,168.0
Paper,OFF-PA-10000743,30,30,5,3,3.0,3.0,36.0
Art,OFF-AR-10003373,170,200,8,4,17.0,17.0,204.0
Labels,OFF-LA-10002312,40,50,4,4,4.0,4.0,48.0
Envelopes,OFF-EN-10000927,180,200,7,4,18.0,18.0,216.0
Labels,OFF-LA-10003510,80,100,4,3,8.0,8.0,96.0
Art,OFF-AR-10001118,0,0,1,2,0.0,0.0,0.0
Binders,OFF-BI-10001575,20,20,2,3,2.0,2.0,24.0
Binders,OFF-BI-10001982,0,0,3,5,0.0,0.0,0.0
Furnishings,FUR-FU-10002960,20,20,3,3,2.0,2.0,24.0
Furnishings,FUR-FU-10003394,190,210,3,4,19.0,19.0,228.0
Tables,FUR-TA-10002774,340,370,3,2,34.0,34.0,408.0
Paper,OFF-PA-10001800,10,10,2,2,1.0,1.0,12.0
Appliances,OFF-AP-10001469,140,170,5,3,14.0,14.0,168.0
Accessories,TEC-AC-10002399,20,20,1,3,2.0,2.0,24.0
Accessories,TEC-AC-10003628,100,120,4,4,10.0,10.0,120.0
Bookcases,FUR-BO-10003272,740,880,5,5,74.0,74.0,888.0
Binders,OFF-BI-10000050,40,50,8,3,4.0,4.0,48.0
Paper,OFF-PA-10004071,50,60,1,4,5.0,5.0,60.0
Envelopes,OFF-EN-10001219,20,20,4,4,2.0,2.0,24.0
Appliances,OFF-AP-10001154,240,280,6,2,24.0,24.0,288.0
Phones,TEC-PH-10003012,290,310,2,4,29.0,29.0,348.0
Accessories,TEC-AC-10001606,260,300,3,5,26.0,26.0,312.0
Binders,OFF-BI-10003355,20,20,5,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000010,10,10,2,5,1.0,1.0,12.0
Furnishings,FUR-FU-10002253,90,100,3,3,9.0,9.0,108.0
Binders,OFF-BI-10001658,60,60,3,2,6.0,6.0,72.0
Furnishings,FUR-FU-10000246,60,70,6,4,6.0,6.0,72.0
Paper,OFF-PA-10004092,140,150,3,5,14.0,14.0,168.0
Tables,FUR-TA-10000198,1370,1650,3,2,137.0,137.0,1644.0
Storage,OFF-ST-10000036,260,300,3,5,26.0,26.0,312.0
Furnishings,FUR-FU-10000222,120,130,5,4,12.0,12.0,144.0
Supplies,OFF-SU-10004664,40,50,7,2,4.0,4.0,48.0
Envelopes,OFF-EN-10001141,20,20,2,3,2.0,2.0,24.0
Phones,TEC-PH-10002170,50,60,1,5,5.0,5.0,60.0
Paper,OFF-PA-10001954,160,180,8,3,16.0,16.0,192.0
Tables,FUR-TA-10002228,350,400,2,3,35.0,35.0,420.0
Storage,OFF-ST-10004634,30,30,3,4,3.0,3.0,36.0
Chairs,FUR-CH-10002965,490,540,3,3,49.0,49.0,588.0
Labels,OFF-LA-10001317,10,10,2,2,1.0,1.0,12.0
Storage,OFF-ST-10000736,210,240,3,2,21.0,21.0,252.0
Accessories,TEC-AC-10003610,170,180,3,5,17.0,17.0,204.0
Binders,OFF-BI-10003982,80,100,6,3,8.0,8.0,96.0
Binders,OFF-BI-10003291,30,30,4,5,3.0,3.0,36.0
Bookcases,FUR-BO-10001619,80,80,1,3,8.0,8.0,96.0
Binders,OFF-BI-10000138,20,20,5,2,2.0,2.0,24.0
Accessories,TEC-AC-10001383,50,50,2,2,5.0,5.0,60.0
Labels,OFF-LA-10003223,10,10,3,3,1.0,1.0,12.0
Storage,OFF-ST-10002743,250,270,3,2,25.0,25.0,300.0
Binders,OFF-BI-10004094,0,0,2,5,0.0,0.0,0.0
Supplies,OFF-SU-10004498,50,50,5,5,5.0,5.0,60.0
Paper,OFF-PA-10002615,0,0,1,4,0.0,0.0,0.0
Paper,OFF-PA-10004971,0,0,1,3,0.0,0.0,0.0
Supplies,OFF-SU-10004261,50,60,4,4,5.0,5.0,60.0
Tables,FUR-TA-10002607,480,570,10,3,48.0,48.0,576.0
Storage,OFF-ST-10001809,340,360,4,4,34.0,34.0,408.0
Phones,TEC-PH-10000004,10,10,1,4,1.0,1.0,12.0
Binders,OFF-BI-10003638,50,60,3,3,5.0,5.0,60.0
Furnishings,FUR-FU-10003577,130,160,11,3,13.0,13.0,156.0
Art,OFF-AR-10003478,60,60,7,4,6.0,6.0,72.0
Binders,OFF-BI-10000546,0,0,1,2,0.0,0.0,0.0
Copiers,TEC-CO-10002095,1020,1200,3,3,102.0,102.0,1224.0
Furnishings,FUR-FU-10002759,70,80,4,4,7.0,7.0,84.0
Tables,FUR-TA-10001095,350,380,4,2,35.0,35.0,420.0
Storage,OFF-ST-10002444,20,20,2,5,2.0,2.0,24.0
Accessories,TEC-AC-10001267,100,120,4,4,10.0,10.0,120.0
Binders,OFF-BI-10000848,10,10,3,2,1.0,1.0,12.0
Paper,OFF-PA-10002377,20,20,4,4,2.0,2.0,24.0
Paper,OFF-PA-10003441,60,60,9,5,6.0,6.0,72.0
Labels,OFF-LA-10004484,10,10,3,5,1.0,1.0,12.0
Phones,TEC-PH-10003931,90,110,3,3,9.0,9.0,108.0
Envelopes,OFF-EN-10001990,10,10,2,2,1.0,1.0,12.0
Envelopes,OFF-EN-10001532,50,50,3,5,5.0,5.0,60.0
Accessories,TEC-AC-10003174,530,650,6,5,53.0,53.0,636.0
Binders,OFF-BI-10004187,10,10,3,3,1.0,1.0,12.0
Storage,OFF-ST-10000025,540,570,6,3,54.0,54.0,648.0
Furnishings,FUR-FU-10004306,280,310,2,4,28.0,28.0,336.0
Chairs,FUR-CH-10003746,570,640,2,2,57.0,57.0,684.0
Binders,OFF-BI-10001036,20,20,2,4,2.0,2.0,24.0
Phones,TEC-PH-10004614,170,210,3,2,17.0,17.0,204.0
Binders,OFF-BI-10000301,30,30,5,5,3.0,3.0,36.0
Binders,OFF-BI-10003910,10,10,1,3,1.0,1.0,12.0
Art,OFF-AR-10004648,40,40,2,4,4.0,4.0,48.0
Furnishings,FUR-FU-10002597,30,30,7,2,3.0,3.0,36.0
Art,OFF-AR-10003405,30,30,7,4,3.0,3.0,36.0
Chairs,FUR-CH-10002335,440,540,3,2,44.0,44.0,528.0
Paper,OFF-PA-10000157,50,60,3,5,5.0,5.0,60.0
Paper,OFF-PA-10001947,20,20,4,4,2.0,2.0,24.0
Paper,OFF-PA-10003657,0,0,1,5,0.0,0.0,0.0
Binders,OFF-BI-10001098,20,30,5,5,2.0,2.0,24.0
